relative_path,variable,storage_dtype,shape,definition,unit,semantic_status,missing_value_note
data/figure_source_data/FigureB1_source.csv,beta,CSV text/parsed scalar,100 rows,Recorded saturation-head or curriculum beta parameter; blank when not logged,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,eps,CSV text/parsed scalar,100 rows,Recorded artificial-diffusion curriculum coefficient; zero in BASE,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,pde,CSV text/parsed scalar,100 rows,Logged pointwise PDE loss component before its outer objective weight,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,fv,CSV text/parsed scalar,100 rows,Logged local finite-volume loss component before its outer objective weight,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,fvC,CSV text/parsed scalar,100 rows,Logged CO2 local finite-volume loss component,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,fvW,CSV text/parsed scalar,100 rows,Logged brine local finite-volume loss component,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,dataP,CSV text/parsed scalar,100 rows,Logged pressure-data loss component,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,dataS,CSV text/parsed scalar,100 rows,Logged saturation-data loss component,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,Sg,CSV text/parsed scalar,100 rows,Logged saturation global-data subcomponent,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,Sf,CSV text/parsed scalar,100 rows,Logged saturation front-band subcomponent,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,Sp,CSV text/parsed scalar,100 rows,Logged saturation plume-support subcomponent,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,Sfg,CSV text/parsed scalar,100 rows,Logged pairwise front-gradient supervision component,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,injF,CSV text/parsed scalar,100 rows,Logged injector flux boundary-loss component,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,injS,CSV text/parsed scalar,100 rows,Logged injector saturation boundary-loss component,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,outP,CSV text/parsed scalar,100 rows,Logged outlet pressure boundary-loss component,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,outBF,CSV text/parsed scalar,100 rows,Logged outlet backflow penalty component,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,noflow,CSV text/parsed scalar,100 rows,Logged no-flow boundary-loss component,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,icP,CSV text/parsed scalar,100 rows,Logged initial pressure loss component,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,icS,CSV text/parsed scalar,100 rows,Logged initial saturation loss component,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,alloc,CSV text/parsed scalar,100 rows,GPU memory allocated at the recorded log point,GB,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,reserv,CSV text/parsed scalar,100 rows,GPU memory reserved at the recorded log point,GB,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,max_alloc,CSV text/parsed scalar,100 rows,Maximum GPU memory allocated up to the recorded log point,GB,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,max_reserv,CSV text/parsed scalar,100 rows,Maximum GPU memory reserved up to the recorded log point,GB,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,nFG,CSV text/parsed scalar,100 rows,Number of pairwise front-gradient samples in the recorded update,count,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB1_source.csv,dFG,CSV text/parsed scalar,100 rows,Recorded pairwise front-gradient diagnostic,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB2_source.csv,M,CSV text/parsed scalar,5792 rows,Model-configuration identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB2_source.csv,t_d,CSV text/parsed scalar,5792 rows,Physical simulation time,d,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB2_source.csv,S_rmse,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB2_source.csv,S_RMSE_front_band,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB2_source.csv,p_phys_RMSE_MPa,CSV text/parsed scalar,5792 rows,Physical-pressure root-mean-square error,MPa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB4_manifest.csv,row,CSV text/parsed scalar,4 rows,Figure-row identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB4_manifest.csv,quantity,CSV text/parsed scalar,4 rows,Displayed physical quantity,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB4_manifest.csv,time_days,CSV text/parsed scalar,4 rows,Physical simulation time,d,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB4_manifest.csv,above_color_limit_percent,CSV text/parsed scalar,4 rows,Percentage of valid grid points beyond the displayed error colour limit,%,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/FigureB4_manifest.csv,max_absolute_error,CSV text/parsed scalar,4 rows,Maximum absolute error on the selected display grid,quantity-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/HK_component_paired.csv,case,CSV text/parsed scalar,64 rows,Physical-case identifier (H or K),identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/HK_component_paired.csv,metric,CSV text/parsed scalar,64 rows,Metric identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/HK_component_paired.csv,deletion,CSV text/parsed scalar,64 rows,Deleted-component identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/HK_component_paired.csv,group,CSV text/parsed scalar,64 rows,Component-family identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/HK_component_paired.csv,seed,CSV text/parsed scalar,64 rows,Training random seed,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/HK_component_paired.csv,complete,CSV text/parsed scalar,64 rows,Metric value for the complete model,metric-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/HK_component_paired.csv,deleted,CSV text/parsed scalar,64 rows,Metric value after the named deletion,metric-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/HK_component_paired.csv,percent,CSV text/parsed scalar,64 rows,Seed-paired percentage change relative to the complete model,%,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/HK_component_summary.csv,case,CSV text/parsed scalar,16 rows,Physical-case identifier (H or K),identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/HK_component_summary.csv,metric,CSV text/parsed scalar,16 rows,Metric identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/HK_component_summary.csv,deletion,CSV text/parsed scalar,16 rows,Deleted-component identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/HK_component_summary.csv,n,CSV text/parsed scalar,16 rows,Number of observations contributing to the summary,count,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/HK_component_summary.csv,mean,CSV text/parsed scalar,16 rows,Arithmetic mean for the metric identified in the same record,metric-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/HK_component_summary.csv,SD,CSV text/parsed scalar,16 rows,Sample standard deviation for the metric identified in the same record,metric-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/HK_component_summary.csv,n_increased,CSV text/parsed scalar,16 rows,Number of seeds with a positive paired change,count,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/H_FV_tradeoff_source.csv,seed,CSV text/parsed scalar,8 rows,Training random seed,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/H_FV_tradeoff_source.csv,metric,CSV text/parsed scalar,8 rows,Metric identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/H_FV_tradeoff_source.csv,no_FV_local,CSV text/parsed scalar,8 rows,Sampled local FV CO2 residual without local-FV regularization,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/H_FV_tradeoff_source.csv,complete_local,CSV text/parsed scalar,8 rows,Sampled local FV CO2 residual for the complete model,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/H_FV_tradeoff_source.csv,no_FV_error,CSV text/parsed scalar,8 rows,Selected reconstruction or inventory error without local FV,metric-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/H_FV_tradeoff_source.csv,complete_error,CSV text/parsed scalar,8 rows,Selected reconstruction or inventory error for the complete model,metric-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/K_field_ranges.csv,figure,CSV text/parsed scalar,6 rows,Figure identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/K_field_ranges.csv,quantity,CSV text/parsed scalar,6 rows,Displayed physical quantity,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/K_field_ranges.csv,tag,CSV text/parsed scalar,6 rows,Snapshot-position tag,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/K_field_ranges.csv,time_seconds,CSV text/parsed scalar,6 rows,Physical simulation time,s,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/K_field_ranges.csv,reference_min,CSV text/parsed scalar,6 rows,Minimum finite reference value on the selected grid,quantity-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/K_field_ranges.csv,reference_max,CSV text/parsed scalar,6 rows,Maximum finite reference value on the selected grid,quantity-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/K_field_ranges.csv,prediction_min,CSV text/parsed scalar,6 rows,Minimum finite prediction on the selected grid,quantity-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/K_field_ranges.csv,prediction_max,CSV text/parsed scalar,6 rows,Maximum finite prediction on the selected grid,quantity-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/K_field_ranges.csv,max_abs_error,CSV text/parsed scalar,6 rows,Maximum absolute error on the selected grid,quantity-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/K_field_ranges.csv,error_limit,CSV text/parsed scalar,6 rows,Absolute plotting limit for the signed-error colour scale,quantity-dependent,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/K_field_ranges.csv,clipped_points,CSV text/parsed scalar,6 rows,Number of valid display-grid points beyond the error colour limit,count,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/ae735d2ae08f_snapshot_metadata.json,label,str,scalar or nested JSON,Display label,text,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/ae735d2ae08f_snapshot_metadata.json,run_id,str,scalar or nested JSON,Archived run identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/ae735d2ae08f_snapshot_metadata.json,exp_name,str,scalar or nested JSON,Experiment identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/ae735d2ae08f_snapshot_metadata.json,training_strategy,str,scalar or nested JSON,Training-strategy identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/ae735d2ae08f_snapshot_metadata.json,leave_out,str,scalar or nested JSON,Leave-one-out component identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/ae735d2ae08f_snapshot_metadata.json,checkpoint,str,scalar or nested JSON,Checkpoint locator captured in the source metadata,path,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/ae735d2ae08f_snapshot_metadata.json,times,list,scalar or nested JSON,Nested list of selected snapshot tags and physical times,JSON object,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/b38477efbbfb_paired_effects.csv,case,CSV text/parsed scalar,9 rows,Physical-case identifier (H or K),identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/b38477efbbfb_paired_effects.csv,deletion,CSV text/parsed scalar,9 rows,Deleted-component identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/b38477efbbfb_paired_effects.csv,mean_percent,CSV text/parsed scalar,9 rows,Percentage quantity identified by the originating evaluator,%,UNIT_VERIFIED_DEFINITION_DERIVED,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/b38477efbbfb_paired_effects.csv,SD_percent,CSV text/parsed scalar,9 rows,Percentage quantity identified by the originating evaluator,%,UNIT_VERIFIED_DEFINITION_DERIVED,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/b38477efbbfb_paired_effects.csv,n_increased,CSV text/parsed scalar,9 rows,Number of seeds with a positive paired change,count,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/b38477efbbfb_paired_effects.csv,n_seeds,CSV text/parsed scalar,9 rows,Count or iteration index identified by the originating evaluator,count,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/b38477efbbfb_paired_effects.csv,seed_0_percent,CSV text/parsed scalar,9 rows,Percentage quantity identified by the originating evaluator,%,UNIT_VERIFIED_DEFINITION_DERIVED,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/b38477efbbfb_paired_effects.csv,seed_1_percent,CSV text/parsed scalar,9 rows,Percentage quantity identified by the originating evaluator,%,UNIT_VERIFIED_DEFINITION_DERIVED,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/b38477efbbfb_paired_effects.csv,seed_2_percent,CSV text/parsed scalar,9 rows,Percentage quantity identified by the originating evaluator,%,UNIT_VERIFIED_DEFINITION_DERIVED,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/b38477efbbfb_paired_effects.csv,seed_42_percent,CSV text/parsed scalar,9 rows,Percentage quantity identified by the originating evaluator,%,UNIT_VERIFIED_DEFINITION_DERIVED,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/b3dd27256ddb_snapshot_metadata.json,label,str,scalar or nested JSON,Display label,text,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/b3dd27256ddb_snapshot_metadata.json,run_id,str,scalar or nested JSON,Archived run identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/b3dd27256ddb_snapshot_metadata.json,exp_name,str,scalar or nested JSON,Experiment identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/b3dd27256ddb_snapshot_metadata.json,training_strategy,str,scalar or nested JSON,Training-strategy identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/b3dd27256ddb_snapshot_metadata.json,leave_out,str,scalar or nested JSON,Leave-one-out component identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/b3dd27256ddb_snapshot_metadata.json,checkpoint,str,scalar or nested JSON,Checkpoint locator captured in the source metadata,path,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/b3dd27256ddb_snapshot_metadata.json,times,list,scalar or nested JSON,Nested list of selected snapshot tags and physical times,JSON object,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/c22006814136_paired.csv,case,CSV text/parsed scalar,48 rows,Physical-case identifier (H or K),identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/c22006814136_paired.csv,grid,CSV text/parsed scalar,48 rows,Evaluation-grid identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/c22006814136_paired.csv,mapping,CSV text/parsed scalar,48 rows,Reference-to-evaluation-grid mapping method,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/c22006814136_paired.csv,seed,CSV text/parsed scalar,48 rows,Training random seed,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/c22006814136_paired.csv,deletion_relative_change_percent,CSV text/parsed scalar,48 rows,Percentage quantity identified by the originating evaluator,%,UNIT_VERIFIED_DEFINITION_DERIVED,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/c85eab6edbf4_middle.npz,X,float64,500x500,Cartesian x-coordinate on the 500 x 500 display grid,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/c85eab6edbf4_middle.npz,Y,float64,500x500,Cartesian y-coordinate on the 500 x 500 display grid,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/c85eab6edbf4_middle.npz,p_true,float64,500x500,IC-FERST reference pressure,Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/c85eab6edbf4_middle.npz,p_pred,float64,500x500,PINN-predicted physical pressure,Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/c85eab6edbf4_middle.npz,p_error,float64,500x500,"Signed pressure error, prediction minus reference",Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/c85eab6edbf4_middle.npz,S_true,float64,500x500,IC-FERST reference CO2 saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/c85eab6edbf4_middle.npz,S_pred,float64,500x500,PINN-predicted CO2 saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/c85eab6edbf4_middle.npz,S_error,float64,500x500,"Signed CO2-saturation error, prediction minus reference",1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/c85eab6edbf4_middle.npz,time_seconds,float64,scalar,Physical simulation time,s,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/c85eab6edbf4_middle.npz,time_display,float64,scalar,Physical simulation time in the unit named by time_unit,see time_unit,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/c85eab6edbf4_middle.npz,time_unit,<U4,scalar,Unit label for time_display,text,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/c9809f839f83_snapshot_grid.npz,X,float64,500x500,Cartesian x-coordinate on the 500 x 500 display grid,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/c9809f839f83_snapshot_grid.npz,Y,float64,500x500,Cartesian y-coordinate on the 500 x 500 display grid,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/c9809f839f83_snapshot_grid.npz,p_true,float64,500x500,IC-FERST reference pressure,Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/c9809f839f83_snapshot_grid.npz,p_pred,float64,500x500,PINN-predicted physical pressure,Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/c9809f839f83_snapshot_grid.npz,p_error,float64,500x500,"Signed pressure error, prediction minus reference",Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/c9809f839f83_snapshot_grid.npz,S_true,float64,500x500,IC-FERST reference CO2 saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/c9809f839f83_snapshot_grid.npz,S_pred,float64,500x500,PINN-predicted CO2 saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/c9809f839f83_snapshot_grid.npz,S_error,float64,500x500,"Signed CO2-saturation error, prediction minus reference",1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/c9809f839f83_snapshot_grid.npz,time_seconds,float64,scalar,Physical simulation time,s,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/c9809f839f83_snapshot_grid.npz,time_display,float64,scalar,Physical simulation time in the unit named by time_unit,see time_unit,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/c9809f839f83_snapshot_grid.npz,time_unit,<U4,scalar,Unit label for time_display,text,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/ce42de22cb58_BL_by_seed.csv,study,CSV text/parsed scalar,104 rows,Study identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/ce42de22cb58_BL_by_seed.csv,run_id,CSV text/parsed scalar,104 rows,Archived run identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/ce42de22cb58_BL_by_seed.csv,exp,CSV text/parsed scalar,104 rows,One-dimensional experiment identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/ce42de22cb58_BL_by_seed.csv,seed,CSV text/parsed scalar,104 rows,Training random seed,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/ce42de22cb58_BL_by_seed.csv,n_labels,CSV text/parsed scalar,104 rows,Count or iteration index identified by the originating evaluator,count,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/ce42de22cb58_BL_by_seed.csv,fourier,CSV text/parsed scalar,104 rows,Boolean configuration or validity flag,boolean,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/ce42de22cb58_BL_by_seed.csv,use_rar,CSV text/parsed scalar,104 rows,Boolean configuration or validity flag,boolean,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/ce42de22cb58_BL_by_seed.csv,use_fv,CSV text/parsed scalar,104 rows,Boolean configuration or validity flag,boolean,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
